reset_n data_valid input_registers next_pc  ini.pc    ini.adjustment ini.destination_value ini.destination ini.flags ini.destination_is_memory ini.has_flushed ini.is_valid  :  expected_address expected_data expected_has_flushed expected_address_enable expected_output_registers  expected_ini.hold
1       1          44444444        44444444 33333333  00000000       11111111              00              0000      1                         0               0             :  00000000         11111111      0                    0                       44444444,44444444,04444444 0
1       1          44444444        44444444 33333333  00000000       11111111              00              0000      1                         0               1             :  00000000         11111111      0                    1                       44444444,44444444,04444444 0
1       X          44444444        44444444 33333333  00000000       11111111              01              0000      0                         0               1             :  11111111         11111111      0                    0                       11111111,44444444,04444444 0
1       0          44444444        44444444 33333333  00000000       AAAAAAAA              01              0000      1                         0               1             :  44444444         AAAAAAAA      0                    1                       44444444,44444444,04444444 1
1       1          44444444        44444444 33333333  00000000       11111111              01              0000      1                         0               0             :  44444444         11111111      0                    0                       44444444,44444444,04444444 0
1       1          44444444        44444444 33333333  00000000       11111111              01              0000      1                         0               1             :  44444444         11111111      0                    1                       44444444,44444444,04444444 0
1       X          44444444        44444444 33333333  00000000       11111111              00              1001      0                         0               1             :  00000000         11111111      0                    0                       44444444,44444444,4C444444 0
1       0          44444444        44444444 33333333  00000000       11111111              00              1001      1                         0               1             :  00000000         11111111      0                    1                       44444444,44444444,4C444444 1
1       1          44444444        44444444 33333333  00000000       11111111              00              1001      1                         0               0             :  00000000         11111111      0                    0                       44444444,44444444,4C444444 0
1       1          44444444        44444444 33333333  00000000       11111111              00              1001      1                         0               1             :  00000000         11111111      0                    1                       44444444,44444444,4C444444 0
1       X          44444444        44444444 33333333  00000000       11111111              01              1001      0                         0               1             :  11111111         11111111      0                    0                       11111111,44444444,4C444444 0
1       0          44444444        44444444 33333333  00000000       AAAAAAAA              01              1001      1                         0               1             :  44444444         AAAAAAAA      0                    1                       44444444,44444444,4C444444 1
1       1          44444444        44444444 33333333  00000000       11111111              01              1001      1                         0               0             :  44444444         11111111      0                    0                       44444444,44444444,4C444444 0
1       1          44444444        44444444 33333333  00000000       11111111              01              1001      1                         0               1             :  44444444         11111111      0                    1                       44444444,44444444,4C444444 0
1       X          44444444        44444444 33333333  22222222       00000000              00              0000      0                         0               1             :  22222222         00000000      0                    0                       44444444,44444444,04444444 0
1       0          44444444        44444444 33333333  22222222       00000000              00              0000      1                         0               1             :  22222222         00000000      0                    1                       44444444,44444444,04444444 1
1       1          44444444        44444444 33333333  22222222       00000000              00              0000      1                         0               0             :  22222222         00000000      0                    0                       44444444,44444444,04444444 0
1       1          44444444        44444444 33333333  22222222       00000000              00              0000      1                         0               1             :  22222222         00000000      0                    1                       44444444,44444444,04444444 0
1       X          44444444        44444444 33333333  22222222       00000000              01              0000      0                         0               1             :  22222222         00000000      0                    0                       00000000,44444444,04444444 0
1       0          44444444        44444444 33333333  22222222       AAAAAAAA              01              0000      1                         0               1             :  66666666         AAAAAAAA      0                    1                       44444444,44444444,04444444 1
1       1          44444444        44444444 33333333  22222222       00000000              01              0000      1                         0               0             :  66666666         00000000      0                    0                       44444444,44444444,04444444 0
1       1          44444444        44444444 33333333  22222222       00000000              01              0000      1                         0               1             :  66666666         00000000      0                    1                       44444444,44444444,04444444 0
1       X          44444444        44444444 33333333  22222222       00000000              00              1001      0                         0               1             :  22222222         00000000      0                    0                       44444444,44444444,4C444444 0
1       0          44444444        44444444 33333333  22222222       00000000              00              1001      1                         0               1             :  22222222         00000000      0                    1                       44444444,44444444,4C444444 1
1       1          44444444        44444444 33333333  22222222       00000000              00              1001      1                         0               0             :  22222222         00000000      0                    0                       44444444,44444444,4C444444 0
1       1          44444444        44444444 33333333  22222222       00000000              00              1001      1                         0               1             :  22222222         00000000      0                    1                       44444444,44444444,4C444444 0
1       X          44444444        44444444 33333333  22222222       00000000              01              1001      0                         0               1             :  22222222         00000000      0                    0                       00000000,44444444,4C444444 0
1       0          44444444        44444444 33333333  22222222       AAAAAAAA              01              1001      1                         0               1             :  66666666         AAAAAAAA      0                    1                       44444444,44444444,4C444444 1
1       1          44444444        44444444 33333333  22222222       00000000              01              1001      1                         0               0             :  66666666         00000000      0                    0                       44444444,44444444,4C444444 0
1       1          44444444        44444444 33333333  22222222       00000000              01              1001      1                         0               1             :  66666666         00000000      0                    1                       44444444,44444444,4C444444 0
1       X          44444444        44444444 33333333  22222222       11111111              00              0000      0                         0               1             :  22222222         11111111      0                    0                       44444444,44444444,04444444 0
1       0          44444444        44444444 33333333  22222222       11111111              00              0000      1                         0               1             :  22222222         11111111      0                    1                       44444444,44444444,04444444 1
1       1          44444444        44444444 33333333  22222222       11111111              00              0000      1                         0               0             :  22222222         11111111      0                    0                       44444444,44444444,04444444 0
1       1          44444444        44444444 33333333  22222222       11111111              00              0000      1                         0               1             :  22222222         11111111      0                    1                       44444444,44444444,04444444 0
1       X          44444444        44444444 33333333  22222222       11111111              01              0000      0                         0               1             :  33333333         11111111      0                    0                       11111111,44444444,04444444 0
1       0          44444444        44444444 33333333  22222222       AAAAAAAA              01              0000      1                         0               1             :  66666666         AAAAAAAA      0                    1                       44444444,44444444,04444444 1
1       1          44444444        44444444 33333333  22222222       11111111              01              0000      1                         0               0             :  66666666         11111111      0                    0                       44444444,44444444,04444444 0
1       1          44444444        44444444 33333333  22222222       11111111              01              0000      1                         0               1             :  66666666         11111111      0                    1                       44444444,44444444,04444444 0
1       X          44444444        44444444 33333333  22222222       11111111              00              1001      0                         0               1             :  22222222         11111111      0                    0                       44444444,44444444,4C444444 0
1       0          44444444        44444444 33333333  22222222       11111111              00              1001      1                         0               1             :  22222222         11111111      0                    1                       44444444,44444444,4C444444 1
1       1          44444444        44444444 33333333  22222222       11111111              00              1001      1                         0               0             :  22222222         11111111      0                    0                       44444444,44444444,4C444444 0
1       1          44444444        44444444 33333333  22222222       11111111              00              1001      1                         0               1             :  22222222         11111111      0                    1                       44444444,44444444,4C444444 0
1       X          44444444        44444444 33333333  22222222       11111111              01              1001      0                         0               1             :  33333333         11111111      0                    0                       11111111,44444444,4C444444 0
1       0          44444444        44444444 33333333  22222222       AAAAAAAA              01              1001      1                         0               1             :  66666666         AAAAAAAA      0                    1                       44444444,44444444,4C444444 1
1       1          44444444        44444444 33333333  22222222       11111111              01              1001      1                         0               0             :  66666666         11111111      0                    0                       44444444,44444444,4C444444 0
1       1          44444444        44444444 33333333  22222222       11111111              01              1001      1                         0               1             :  66666666         11111111      0                    1                       44444444,44444444,4C444444 0
